Estimate.ID,Study.ID,Vert,Thermy,Phylum,Class,Order,Family,Genus,species.epithet,phylo,D.W,L.F,Behavior,N,N.C,Heritability,Zr
462,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.62,0.725005088
463,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,23,23,0.57,0.647522845
464,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.61,0.708921359
465,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.59,0.677666068
466,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,23,23,0.61,0.708921359
467,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.59,0.677666068
468,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.6,0.693147181
469,50048,V,Endo,Chordata,Aves,Passeriformes,Passeridae,Passer,domesticus,Passer_domesticus,W,F,Parental Effort,72,72,0.0005,0.0005
470,50048,V,Endo,Chordata,Aves,Passeriformes,Passeridae,Passer,domesticus,Passer_domesticus,W,F,Parental Effort,72,72,0.0005,0.0005
471,50043,V,Endo,Chordata,Mammalia,Rodentia,Scuridiae,Tamias,striatus,Tamias_striatus,W,F,Boldness,217,100,0.17,0.171666664
472,50035,V,Endo,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Hirundo_rustica,W,F,Social,146,100,0.469,0.508787577
473,50035,V,Endo,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Hirundo_rustica,W,F,Social,146,100,0.345,0.359757028
474,50034,IV,Ecto,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,vulgaris,Panorpa_vulgaris,W,L,Foraging,38,38,0.15,0.151140436
475,50026,V,Ecto,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo_trutta,W,L,Other,27,27,0.014,0.014000915
476,50026,V,Ecto,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo_trutta,W,L,Boldness,27,27,0.142,0.142966145
